연번,가맹점명,업종명,우편번호,소재지주소,제공기준일자
2990,고기하나 신흥점,한식,13260,"경기도 성남시 수정구 수정로 291  서문상가동 제지1층 101호,102호(신흥동,산성역포레스티아아파트)",2025-06-26
2991,고깃간,정육점,13301,경기도 성남시 수정구 탄리로 99  1층,2025-06-26
2992,고깃간,정육점,13319,"경기도 성남시 수정구 수정남로 10  1층  118호 (수진동 ,제일프라자)",2025-06-26
2993,고다작업실,"이용,미용",13366,경기도 성남시 중원구 제일로35번길 43  2층 201호(성남동),2025-06-26
2994,고대영어교습소,일반전문학원,13599,경기도 성남시 분당구 내정로 172  3층,2025-06-26
2995,고도유통,식품잡화,13284,경기도 성남시 수정구 태평로64번길 3-16  2층,2025-06-26
2996,고동국수학학원,일반전문학원,13522,"경기도 성남시 분당구 판교로 437  3층 303호 일부, 304호 (야탑동, 승문상가)",2025-06-26
2997,고든정형외과의원,개인병원,13177,경기도 성남시 중원구 광명로 333  2   3층,2025-06-26
2998,고든치킨(Gordon chicken),일반대중음식,13612,경기도 성남시 분당구 정자로76번길 5  105-1호,2025-06-26
2999,고등동복지관어린이집,유치원,13105,경기도 성남시 수정구 대왕판교로976번길 9-5  .,2025-06-26
3000,고등수학전문스터디킬러학원,일반전문학원,13586,경기도 성남시 분당구 돌마로 478  410호,2025-06-26
3001,고등연세이비인후과의원,개인병원,13105,경기도 성남시 수정구 청계산로 695  3층 303.304호,2025-06-26
3002,고등점 기아오토큐,"정비,세차장,자동차SVC",13445,경기도 성남시 수정구 설개로 7  1층,2025-06-26
3003,고등참조은마트,할인점/슈퍼마켓,13105,"경기도 성남시 수정구 고등로 4  1층 100,102,103,104,105,106,107",2025-06-26
3004,고등퍼스트치과의원,치과병원,13105,경기도 성남시 수정구 고등로 4  3층,2025-06-26
3005,고래고래,일반대중음식,13338,"경기 성남시 수정구 수정로 176-1,  2층 (신흥동)",2025-06-26
3006,고래맥주창고,일반대중음식,13589,"경기 성남시 분당구 중앙공원로40번길 4,  102호 일부 (서현동, 현대카스빌딩)",2025-06-26
3007,고래맥주창고 미금점,양식,13613,경기도 성남시 분당구 정자일로 55  109동 1층 101호,2025-06-26
3008,고래상점,일반전문학원,13469,"경기도 성남시 분당구 판교원로 46  1202동 102호 (운중동, 산운마을)",2025-06-26
3009,고래영어비전학원,일반전문학원,13197,"경기 성남시 중원구 희망로400번길 44,  2층 (금광동)",2025-06-26
3010,고래커피,커피전문점,13590,"경기도 성남시 분당구 황새울로319번길 6  1층101호일부 (서현동,텍스타워)",2025-06-26
3011,고래커피,커피전문점,13591,경기도 성남시 분당구 분당로53번길 12  106호,2025-06-26
3012,고려골드박스,화물  운송업,13288,경기도 성남시 수정구 남문로82번길 14-1  풍림맨션 201호,2025-06-26
3013,고려도경,일반대중음식,13477,경기도 성남시 분당구 운중로225번길 30  1층 일부(102)호,2025-06-26
3014,고려드림내과의원,개인병원,13376,"경기 성남시 중원구 성남대로 1129,  4층 (성남동, 하나빌딩)",2025-06-26
3015,고려불교 인산가,종교상품점,13310,"경기 성남시 수정구 수정로99번길 8,  1층 (태평동)",2025-06-26
3016,고려수지침성남지회,"의료기기,건강진단",13179,경기 성남시 중원구 산성대로 376  (금광동),2025-06-26
3017,고려신용정보(주)성남지사,"용역서비스(연구,번역등)",13313,"경기 성남시 수정구 성남대로 1227,  7층 701호 (수진동, 정풍빌딩)",2025-06-26
3018,고려아이앤피(주),주차장,13637,경기도 성남시 분당구 구미로9번길 25  지1-6,2025-06-26
3019,고려오토바이,오토바이,13252,경기 성남시 중원구 광명로 240-1  (중앙동),2025-06-26
3020,고려왕족발,한식,13367,경기도 성남시 중원구 제일로35번길 56  1층,2025-06-26
3021,고려유통(만물편의점),할인점/슈퍼마켓,13205,경기도 성남시 중원구 사기막골로 189  .,2025-06-26
3022,고려이네트보습학원,일반전문학원,13251,"경기 성남시 중원구 광명로 260-1,  2층 (중앙동)",2025-06-26
3023,고려이비인후과의원,개인병원,13612,"경기 성남시 분당구 내정로17번길 2,  4층 4001호 (정자동, 한솔프라자)",2025-06-26
3024,고려자동차매매상사,기타  1,461824,경기  성남시  수정구  태평1동  ,2025-06-26
3025,고려자동차매매상사,중고차판매,13109,경기 성남시 수정구 성남대로 1309  (태평동),2025-06-26
3026,고려정형외과,개인병원,13136,"경기 성남시 수정구 산성대로 517,  2층 (양지동)",2025-06-26
3027,고려중앙의원,개인병원,13141,경기 성남시 수정구 논골로 7  (단대동),2025-06-26
3028,고려척척마취통증의학과의원,개인병원,13365,"경기 성남시 중원구 성남대로 1146,  5층 (성남동, 주정빌딩)",2025-06-26
3029,고려칼라인쇄,"인쇄,출판",13229,"경기 성남시 중원구 둔촌대로 484,  B105 (상대원동, 시콕스타워)",2025-06-26
3030,고려튼튼외과의원,개인병원,13492,"경기도 성남시 분당구 판교로 374  202호, 203호 (삼평동)",2025-06-26
3031,고려페인트성현상사,페인트,13402,경기 성남시 중원구 둔촌대로 371  (상대원동),2025-06-26
3032,고려홍삼전시판매장,인삼  및  건강제품,13187,경기 성남시 중원구 금빛로 39  (금광동),2025-06-26
3033,고릴라멀티짐,스포츠센타/레포츠클럽,13590,경기도 성남시 분당구 서현로 192  5층  501호,2025-06-26
3034,고릴라전자담배,식품잡화,13365,"경기 성남시 중원구 성남대로 1126,  1층 109호 (성남동, 메가프라자)",2025-06-26
3035,고릴라짐,스포츠센타/레포츠클럽,13595,경기도 성남시 분당구 황새울로258번길 23  지하1층 102호,2025-06-26
3036,고릴라캠핑 성남점,"운동경기,레져용품",13515,경기 성남시 분당구 판교로592번길 25  (야탑동),2025-06-26
3037,고릴라파이프,식품잡화,13556,경기도 성남시 분당구 정자일로 227  107호,2025-06-26
3038,고마워토토 판교점,레저스포츠,13477,경기도 성남시 분당구 판교공원로1길 45-1  B01호 (판교동),2025-06-26
3039,고미국수와고미찌개,한식,13588,"경기 성남시 분당구 중앙공원로31번길 42,  107호 108호 (서현동, 서현파크플라자)",2025-06-26
3040,고미다미,일식,13304,"경기 성남시 수정구 탄리로 83,  1층 (태평동)",2025-06-26
3041,고바우곱창,한식,13372,"경기 성남시 중원구 제일로35번길 31,  1층 (성남동)",2025-06-26
3042,고박사카쎈타,"차량용품,부품",13389,경기 성남시 중원구 시민로 5  (하대원동),2025-06-26
3043,고반식당 서판교점,한식,13477,경기도 성남시 분당구 판교공원로5길 7  1층,2025-06-26
3044,고반식당 야탑점,한식,13505,경기도 성남시 분당구 야탑로105번길 12-5  1층,2025-06-26
3045,고방,제과점,13508,경기도 성남시 분당구 야탑로 235  1층 102호 (야탑동),2025-06-26
3046,고봉민김밥,한식,13364,"경기 성남시 중원구 광명로 2,  1층 (성남동)",2025-06-26
3047,고봉민김밥 분당삼평점,한식,13489,경기도 성남시 분당구 판교로 375  1층105호,2025-06-26
3048,고봉민김밥인,일반대중음식,13647,"경기도 성남시 수정구 위례광장로 27  1동 1층 114호 (창곡동,으뜸프라자)",2025-06-26
3049,고봉민김밥인 분당서현로데오점,일반대중음식,13591,"경기 성남시 분당구 황새울로360번길 28,  108 (서현동, 은성프라자)",2025-06-26
3050,고봉민김밥인분당서현점,한식,13588,"경기 성남시 분당구 중앙공원로31번길 42,  1층 103호 (서현동, 서현파크플라자)",2025-06-26
3051,고봉민김밥인성남분당판교점,한식,13525,경기도 성남시 분당구 대왕판교로606번길 58  1층1-87호,2025-06-26
3052,고봉민김밥인성남시청점,일반대중음식,13438,"경기도 성남시 중원구 양현로 411  1층 102호 (여수동, 시티오피스타워)",2025-06-26
3053,고봉민김밥인판교운중점,한식,13466,경기도 성남시 분당구 운중로 122  1층 102호,2025-06-26
3054,고봉삼계탕 분당지점,한식,13591,"경기도 성남시 분당구 황새울로360번길 35  1층 104,107호(서현동,서현현대프라자)",2025-06-26
3055,고빈티지스타일,남.여기성복,13627,"경기 성남시 분당구 돌마로 80,  201-136 (구미동, 분당현대벤쳐빌)",2025-06-26
3056,고선샌영어교습소,일반전문학원,13124,"경기 성남시 수정구 수정남로306번길 17,  2층 일부 (산성동)",2025-06-26
3057,고센 플라워 부띠크,화원,13493,"경기 성남시 분당구 판교역로 240,  B1동 122층 (삼평동)",2025-06-26
3058,고수,중식,13439,경기도 성남시 중원구 성남대로997번길 51-4  1층,2025-06-26
3059,고수의 운전면허 미금점,자동차학원,13615,"경기도 성남시 분당구 성남대로 165  208호(금곡동, 천사의도시1 오피스텔)",2025-06-26
3060,고수의 운전면허 성남모란역점,자동차학원,13383,경기도 성남시 중원구 성남대로 1115  4층 401호,2025-06-26
3061,고쌤영어교습소,일반전문학원,13586,경기도 성남시 분당구 불정로 381  .206호,2025-06-26
3062,고씨네 국수,일반대중음식,13451,경기 성남시 수정구 옛골로26번길 3  (상적동),2025-06-26
3063,고씨네 만두공방,일반대중음식,13305,"경기 성남시 수정구 수정로 111,  1층 (태평동, 신현빌딩)",2025-06-26
3064,고암남원추어탕,한식,13134,경기 성남시 수정구 산성대로 597  (양지동),2025-06-26
3065,고야식당,한식,13439,경기도 성남시 중원구 성남대로997번길 51-12  1층 102호(여수동),2025-06-26
3066,고양꼬치 산성점,한식,13261,경기도 성남시 수정구 수정로 316  103호,2025-06-26
3067,고양벼룩시장,"인쇄,출판",13426,"경기 성남시 중원구 도촌남로 37,  110호 (도촌동, 도촌프라자)",2025-06-26
3068,고양이를 부탁해,애완동물,13505,"경기 성남시 분당구 매화로 49,  203 (야탑동)",2025-06-26
3069,고양이병원소설,동물병원,13449,"경기 성남시 수정구 창업로 17 ,  F동 309,310,311호 (시흥동)",2025-06-26
3070,고양이부엌,한식,13555,"경기  성남시  분당구  정자일로  240  106호  (정자동,  월드프라자)",2025-06-26
3071,고양이선생,일식,13366,경기도 성남시 중원구 성남대로1140번길 11  1층,2025-06-26
3072,고엔스시,일식,13638,"경기 성남시 분당구 성남대로2번길 6,  104호 LG트윈하우스 (구미동, LG트윈하우스)",2025-06-26
3073,고요,"이용,미용",13535,"경기 성남시 분당구 동판교로52번길 22-6,  1층 101호 (백현동)",2025-06-26
3074,고요미,제과점,13177,경기도 성남시 중원구 광명로347번길 15  1층 일부호,2025-06-26
3075,고운머리,미용재료,13627,경기도 성남시 분당구 돌마로 80  2층 201호 일부 139호(구미동 분당현대벤처빌),2025-06-26
3076,고운머리염색,"이용,미용",13149,"경기도 성남시 중원구 산성대로604번길 4  , 지층 일부(은행동)",2025-06-26
3077,고운미소,회원제,13157,"경기 성남시 중원구 산성대로 494,  2층 (은행동, 진흥빌딩)",2025-06-26
3078,고운손주야간보호센터,기타16,13622,경기도 성남시 분당구 구미로 124  2층 201호,2025-06-26
3079,고운아이,"이용,미용",13238,경기도 성남시 중원구 금상로58번길 12  102호,2025-06-26
3080,고운옷수선,각종  수리점,13589,경기도 성남시 분당구 중앙공원로40번길 42  지하1층 롯데슈퍼내,2025-06-26
3081,고운피부,회원제,13354,경기 성남시 수정구 공원로 333  (신흥동),2025-06-26
3082,고운한지공예,"관광민예,선물용품",13506,경기  성남시  분당구  야탑동  361-56번지  대덕프라자  411호,2025-06-26
3083,고운헤어,"이용,미용",13156,경기도 성남시 중원구 은이로 22  102호,2025-06-26
3084,고유,"이용,미용",13260,경기도 성남시 수정구 수정로 291  2층,2025-06-26
3085,고은  에스테틱,회원제,13221,"경기  성남시  중원구  박석로33번길  14  (상대원동,1층)",2025-06-26
3086,고은날프로젝트,미용재료,13383,경기도 성남시 중원구 둔촌대로80번길 3-11  레이나오피스,2025-06-26
3087,고은보석,"귀금속,금,은,보석",13353,경기 성남시 수정구 산성대로269번길 6  (신흥동),2025-06-26
3088,고은스킨&바디,회원제,13291,경기도 성남시 수정구 수정로153번길 19-1  1층,2025-06-26
3089,고은음악학원,일반전문학원,13126,"경기 성남시 수정구 수정로356번길 13,  2층 (산성동)",2025-06-26
3090,고은콜라겐 분당점,피부미용실,13536,경기도 성남시 분당구 판교역로2번길 35  102호,2025-06-26
3091,고은푸드서비스,한식,13556,"경기 성남시 분당구 정자일로213번길 9,  금융결제원분당센터 3층 (정자동)",2025-06-26
3092,고은피부관리샵,피부미용실,13234,"경기 성남시 중원구 금상로100번길 1,  2층 (상대원동)",2025-06-26
3093,고은한복,남.여기성복,13304,"경기 성남시 수정구 수정북로39번길 2,  1층 (태평동)",2025-06-26
3094,고을,한식,13632,경기 성남시 분당구 금곡로25번길 21-7  (구미동),2025-06-26
3095,고잉헤어,"이용,미용",13435,경기도 성남시 중원구 여수울로15번길 4-14  1층,2025-06-26
3096,고전공론 논술교습소,일반전문학원,13599,경기도 성남시 분당구 내정로 172  207호,2025-06-26
3097,고전공론한문교습소,일반전문학원,13599,"경기 성남시 분당구 내정로 172,  2층 206-1호 (수내동, 상지상가빌딩)",2025-06-26
3098,고주몽백갈비 서현지점,한식,13572,"경기 성남시 분당구 안골로 1,  2층 (서현동)",2025-06-26
3099,고즈넉하다,일반대중음식,13646,경기도 성남시 수정구 위례광장로 36  4B-104호,2025-06-26
3100,고집불통,한식,13579,경기 성남시 분당구 서현로429번길 5  (분당동),2025-06-26
3101,고창댁설농탕,한식,13586,"경기 성남시 분당구 돌마로486번길 12,  효자촌근린상가 지하 3호 (서현동)",2025-06-26
3102,고창복분자,농수산물,13578,경기 성남시 분당구 불정로426번길 8  (서현동),2025-06-26
3103,고창종합공사,"유리,액자,거울",13140,경기 성남시 수정구 양지동  549번지 1층,2025-06-26
3104,고창풍천장어 위례직영점,한식,13640,경기도 성남시 수정구 위례광장로 322  2층,2025-06-26
